# Step	Acceptance_Rate	Sequence_Identity_%	CAI	Free_Energy	CpG	Stem	UTR_Hybridisation	Initial_Hybridisation
94700	0.5667	43.8849	5.919642e-01	-1.589484e+00	0.000000e+00	0.000000e+00	8.531691e-02	6.103011e-01
94800	0.6415	44.0647	5.903271e-01	-1.610000e+00	0.000000e+00	0.000000e+00	6.166009e-02	5.535148e-01
94900	0.6800	42.9856	5.867833e-01	-1.619838e+00	0.000000e+00	0.000000e+00	1.712940e-02	5.478416e-01
95000	0.6250	43.1655	5.958828e-01	-1.601400e+00	0.000000e+00	0.000000e+00	1.355468e-02	5.215312e-01
95100	0.5833	43.5252	5.922169e-01	-1.606051e+00	0.000000e+00	0.000000e+00	1.356078e-02	5.191035e-01
95200	0.7500	42.9856	5.956620e-01	-1.640499e+00	0.000000e+00	0.000000e+00	2.348118e-02	5.504085e-01
95300	0.6852	42.9856	5.923249e-01	-1.668046e+00	0.000000e+00	0.000000e+00	1.097963e-02	5.695346e-01
95400	0.5200	42.0863	5.976042e-01	-1.680829e+00	0.000000e+00	0.000000e+00	1.248593e-02	5.712206e-01
95500	0.6724	40.1079	5.972470e-01	-1.744081e+00	0.000000e+00	0.000000e+00	1.229777e-02	5.674886e-01
95600	0.4510	40.6475	6.000333e-01	-1.739032e+00	0.000000e+00	0.000000e+00	1.239593e-02	5.766305e-01
95700	0.5536	40.1079	5.996582e-01	-1.714719e+00	0.000000e+00	0.000000e+00	4.989791e-03	5.792320e-01
95800	0.6667	41.3669	6.153265e-01	-1.734598e+00	0.000000e+00	0.000000e+00	5.002010e-03	5.781204e-01
95900	0.4600	41.1871	6.179939e-01	-1.738789e+00	0.000000e+00	0.000000e+00	5.000162e-03	5.678615e-01
96000	0.4828	42.0863	6.173402e-01	-1.763149e+00	0.000000e+00	0.000000e+00	5.029833e-03	5.641925e-01
96100	0.5862	42.6259	6.198578e-01	-1.723285e+00	0.000000e+00	0.000000e+00	1.125444e-02	5.623257e-01
96200	0.6071	43.7050	6.143318e-01	-1.654401e+00	0.000000e+00	0.000000e+00	5.075204e-03	5.698696e-01
96300	0.5926	44.4245	6.145920e-01	-1.636293e+00	0.000000e+00	0.000000e+00	5.062968e-03	5.768000e-01
96400	0.5385	44.4245	6.132470e-01	-1.644068e+00	0.000000e+00	0.000000e+00	5.065471e-03	5.919872e-01
96500	0.5238	44.9640	6.138796e-01	-1.587401e+00	0.000000e+00	0.000000e+00	5.052948e-03	5.360579e-01
96600	0.4923	43.8849	6.113122e-01	-1.609681e+00	0.000000e+00	0.000000e+00	5.077094e-03	5.431085e-01
96700	0.3220	44.0647	6.051617e-01	-1.588813e+00	0.000000e+00	0.000000e+00	7.163987e-03	5.756670e-01
96800	0.6296	42.8058	6.120092e-01	-1.548173e+00	0.000000e+00	0.000000e+00	1.255201e-02	5.681410e-01
96900	0.6167	42.2662	5.966897e-01	-1.581225e+00	0.000000e+00	0.000000e+00	5.034822e-03	5.356148e-01
97000	0.5769	42.2662	6.069209e-01	-1.614596e+00	0.000000e+00	0.000000e+00	5.995366e-03	5.567297e-01
97100	0.5714	44.2446	5.994869e-01	-1.583362e+00	0.000000e+00	0.000000e+00	4.991025e-03	5.560047e-01
97200	0.6316	43.1655	6.059101e-01	-1.633819e+00	0.000000e+00	0.000000e+00	1.174491e-02	5.431032e-01
97300	0.5000	43.8849	6.059382e-01	-1.621793e+00	0.000000e+00	0.000000e+00	6.975242e-03	5.270365e-01
97400	0.4906	42.6259	5.951314e-01	-1.594426e+00	0.000000e+00	0.000000e+00	7.081637e-03	5.302779e-01
97500	0.4355	42.9856	6.009596e-01	-1.632122e+00	0.000000e+00	0.000000e+00	1.214563e-02	5.288680e-01
97600	0.5424	42.8058	6.045349e-01	-1.636426e+00	0.000000e+00	0.000000e+00	4.088635e-02	5.234584e-01
97700	0.3509	43.5252	6.025660e-01	-1.613592e+00	0.000000e+00	0.000000e+00	1.228389e-02	5.477497e-01
97800	0.5000	42.4460	5.980468e-01	-1.657127e+00	0.000000e+00	0.000000e+00	4.996276e-03	5.528512e-01
97900	0.5263	42.2662	5.951404e-01	-1.673816e+00	0.000000e+00	0.000000e+00	1.615039e-02	5.987401e-01
98000	0.6981	42.4460	6.077160e-01	-1.673351e+00	0.000000e+00	0.000000e+00	7.083568e-03	6.160719e-01
98100	0.6552	42.9856	6.146188e-01	-1.602736e+00	0.000000e+00	0.000000e+00	1.125184e-02	5.881325e-01
98200	0.5789	42.6259	6.165133e-01	-1.674304e+00	0.000000e+00	0.000000e+00	3.790138e-02	5.862977e-01
98300	0.5345	42.8058	6.230872e-01	-1.658045e+00	0.000000e+00	0.000000e+00	6.999275e-02	5.900166e-01
98400	0.5439	42.0863	6.265265e-01	-1.640653e+00	0.000000e+00	0.000000e+00	1.991660e-02	6.214694e-01
98500	0.5094	42.2662	6.184221e-01	-1.608225e+00	0.000000e+00	0.000000e+00	2.003781e-02	5.960179e-01
98600	0.4200	41.0072	6.188696e-01	-1.621507e+00	0.000000e+00	0.000000e+00	3.877209e-02	5.900942e-01
98700	0.4151	40.4676	6.139876e-01	-1.616048e+00	0.000000e+00	0.000000e+00	1.670225e-02	5.927461e-01
98800	0.4375	39.5683	6.206204e-01	-1.605326e+00	0.000000e+00	0.000000e+00	5.005741e-03	6.187524e-01
98900	0.5510	40.2878	6.197710e-01	-1.634789e+00	0.000000e+00	0.000000e+00	4.977733e-03	6.039118e-01
99000	0.4906	41.0072	6.194438e-01	-1.630873e+00	0.000000e+00	0.000000e+00	9.245023e-03	5.620005e-01
99100	0.4407	40.8273	6.173248e-01	-1.648443e+00	0.000000e+00	0.000000e+00	5.514554e-02	5.441929e-01
99200	0.2542	41.3669	6.176990e-01	-1.649275e+00	0.000000e+00	0.000000e+00	5.731656e-02	5.449633e-01
99300	0.2500	40.6475	6.228125e-01	-1.656626e+00	0.000000e+00	0.000000e+00	4.551972e-02	5.489350e-01
99400	0.3800	40.8273	6.213064e-01	-1.633233e+00	0.000000e+00	0.000000e+00	2.124260e-02	5.582697e-01
99500	0.4242	40.8273	6.287314e-01	-1.604416e+00	0.000000e+00	0.000000e+00	3.856768e-02	5.576266e-01
99600	0.4688	40.2878	6.265178e-01	-1.599351e+00	0.000000e+00	0.000000e+00	4.798905e-02	5.412751e-01
99700	0.4310	40.2878	6.302111e-01	-1.619262e+00	0.000000e+00	0.000000e+00	4.692218e-02	5.443865e-01
99800	0.2903	41.0072	6.294716e-01	-1.599534e+00	0.000000e+00	0.000000e+00	4.571970e-02	5.439894e-01
99900	0.3333	40.8273	6.202385e-01	-1.581449e+00	0.000000e+00	0.000000e+00	4.642640e-02	5.429027e-01
100000	0.4167	41.9065	6.256113e-01	-1.629378e+00	0.000000e+00	0.000000e+00	6.135649e-02	5.497735e-01
100100	0.4464	41.5468	6.175591e-01	-1.617278e+00	0.000000e+00	0.000000e+00	6.789816e-02	5.494647e-01
100200	0.3667	41.1871	6.098031e-01	-1.591983e+00	0.000000e+00	0.000000e+00	7.937977e-02	5.475709e-01
100300	0.3500	39.5683	6.124570e-01	-1.681605e+00	0.000000e+00	0.000000e+00	1.863118e-02	5.491185e-01
100400	0.4091	39.2086	6.065909e-01	-1.676221e+00	0.000000e+00	0.000000e+00	2.948422e-02	5.516243e-01
100500	0.2833	39.5683	6.061224e-01	-1.670818e+00	0.000000e+00	0.000000e+00	2.186649e-02	5.514915e-01
100600	0.3182	40.1079	6.058560e-01	-1.688637e+00	0.000000e+00	0.000000e+00	1.584010e-02	5.370188e-01
100700	0.3279	40.6475	6.140611e-01	-1.701076e+00	0.000000e+00	0.000000e+00	8.250105e-03	5.363184e-01
100800	0.3889	41.9065	6.060527e-01	-1.682376e+00	0.000000e+00	0.000000e+00	8.260334e-03	5.364286e-01
100900	0.4918	42.4460	6.059071e-01	-1.643489e+00	0.000000e+00	0.000000e+00	1.170744e-02	5.381852e-01
101000	0.5667	42.2662	6.147203e-01	-1.601948e+00	0.000000e+00	0.000000e+00	2.226455e-02	5.634209e-01
101100	0.5522	41.5468	6.101243e-01	-1.630594e+00	0.000000e+00	0.000000e+00	1.192653e-02	5.646060e-01
101200	0.5758	40.4676	6.127603e-01	-1.622926e+00	0.000000e+00	0.000000e+00	4.992259e-03	5.561039e-01
101300	0.5102	40.1079	6.056475e-01	-1.586635e+00	0.000000e+00	0.000000e+00	6.700268e-02	5.553380e-01
101400	0.5455	39.9281	6.117209e-01	-1.611242e+00	0.000000e+00	0.000000e+00	4.952818e-03	5.527965e-01
101500	0.4310	40.1079	6.199090e-01	-1.629014e+00	0.000000e+00	0.000000e+00	4.811883e-03	5.219555e-01
101600	0.5370	40.2878	6.161380e-01	-1.661276e+00	0.000000e+00	0.000000e+00	1.664492e-02	5.252741e-01
101700	0.4792	40.1079	6.115608e-01	-1.692075e+00	0.000000e+00	0.000000e+00	3.301913e-02	4.966284e-01
101800	0.5254	40.8273	6.095250e-01	-1.683897e+00	0.000000e+00	0.000000e+00	4.118842e-02	4.870381e-01
101900	0.4737	41.3669	6.119157e-01	-1.693432e+00	0.000000e+00	0.000000e+00	3.789877e-02	4.670403e-01
102000	0.5179	42.6259	6.142565e-01	-1.671085e+00	0.000000e+00	0.000000e+00	1.156606e-02	4.886175e-01
102100	0.5846	43.3453	6.112303e-01	-1.667785e+00	0.000000e+00	0.000000e+00	2.240921e-02	4.826874e-01
102200	0.4909	43.1655	6.058137e-01	-1.684620e+00	0.000000e+00	0.000000e+00	4.034269e-02	5.060165e-01
102300	0.6250	42.4460	6.090381e-01	-1.669756e+00	0.000000e+00	0.000000e+00	5.086076e-03	5.596587e-01
102400	0.5556	42.6259	6.054931e-01	-1.677971e+00	0.000000e+00	0.000000e+00	9.958151e-03	5.736511e-01
102500	0.5200	41.9065	6.069779e-01	-1.666005e+00	0.000000e+00	0.000000e+00	5.018497e-03	5.737159e-01
102600	0.6207	42.4460	6.094903e-01	-1.666623e+00	0.000000e+00	0.000000e+00	1.806485e-02	6.321305e-01
102700	0.6885	41.0072	6.158400e-01	-1.595251e+00	0.000000e+00	0.000000e+00	2.995314e-02	6.534385e-01
102800	0.4681	40.6475	6.191268e-01	-1.627084e+00	0.000000e+00	0.000000e+00	6.231185e-02	6.647044e-01
102900	0.4737	39.5683	6.218984e-01	-1.643655e+00	0.000000e+00	0.000000e+00	2.570322e-02	6.293125e-01
103000	0.5882	39.3885	6.224992e-01	-1.651278e+00	0.000000e+00	0.000000e+00	1.915161e-02	6.359121e-01
103100	0.5102	40.2878	6.245747e-01	-1.662802e+00	0.000000e+00	0.000000e+00	1.919085e-02	6.383341e-01
103200	0.4310	39.5683	6.300518e-01	-1.714510e+00	0.000000e+00	0.000000e+00	3.324932e-02	6.145120e-01
103300	0.5484	39.9281	6.314903e-01	-1.680995e+00	0.000000e+00	0.000000e+00	2.253342e-02	5.981495e-01
103400	0.4364	39.5683	6.360090e-01	-1.704672e+00	0.000000e+00	0.000000e+00	5.560580e-02	6.060971e-01
103500	0.4909	40.8273	6.422545e-01	-1.679089e+00	0.000000e+00	0.000000e+00	7.027315e-02	5.761145e-01
103600	0.5333	40.1079	6.385038e-01	-1.704765e+00	0.000000e+00	0.000000e+00	1.540824e-02	5.863487e-01
103700	0.6346	40.4676	6.445945e-01	-1.746053e+00	0.000000e+00	0.000000e+00	1.282578e-02	5.750126e-01
103800	0.4839	40.6475	6.376829e-01	-1.719517e+00	0.000000e+00	0.000000e+00	4.828081e-02	5.687642e-01
103900	0.4706	41.3669	6.259860e-01	-1.697891e+00	0.000000e+00	0.000000e+00	6.122248e-02	5.306239e-01
104000	0.5079	40.4676	6.414771e-01	-1.692170e+00	0.000000e+00	0.000000e+00	4.988023e-02	5.443710e-01
104100	0.5510	39.7482	6.374846e-01	-1.721503e+00	0.000000e+00	0.000000e+00	2.643758e-02	5.109083e-01
104200	0.6071	40.8273	6.298215e-01	-1.712574e+00	0.000000e+00	0.000000e+00	8.670971e-02	4.859451e-01
104300	0.3036	40.4676	6.299127e-01	-1.695745e+00	0.000000e+00	0.000000e+00	2.275430e-02	4.921629e-01
104400	0.5079	40.2878	6.195549e-01	-1.675602e+00	0.000000e+00	0.000000e+00	4.984361e-02	4.987889e-01
104500	0.4286	39.0288	6.101397e-01	-1.683409e+00	0.000000e+00	0.000000e+00	2.183127e-02	5.029647e-01
104600	0.3226	39.3885	6.048687e-01	-1.664795e+00	0.000000e+00	0.000000e+00	3.096842e-02	5.097330e-01
104700	0.2969	39.9281	6.080633e-01	-1.683351e+00	0.000000e+00	0.000000e+00	4.042135e-02	5.041633e-01
104800	0.3559	39.3885	6.091685e-01	-1.682008e+00	0.000000e+00	0.000000e+00	1.507482e-02	4.807485e-01
104900	0.3390	38.8489	6.094483e-01	-1.687761e+00	0.000000e+00	0.000000e+00	9.590581e-03	4.815566e-01
105000	0.4262	39.0288	6.136328e-01	-1.695089e+00	0.000000e+00	0.000000e+00	3.689281e-02	4.856316e-01
105100	0.4643	39.9281	6.157247e-01	-1.693497e+00	0.000000e+00	0.000000e+00	4.292176e-02	5.123205e-01
105200	0.3750	40.2878	6.050825e-01	-1.703966e+00	0.000000e+00	0.000000e+00	1.945322e-02	5.199869e-01
105300	0.4727	40.8273	6.017369e-01	-1.682964e+00	0.000000e+00	0.000000e+00	2.598417e-02	5.226018e-01
105400	0.3922	41.9065	6.062907e-01	-1.649780e+00	0.000000e+00	0.000000e+00	1.211630e-02	4.587287e-01
105500	0.3684	42.4460	6.065925e-01	-1.602156e+00	0.000000e+00	0.000000e+00	4.999715e-03	4.581586e-01
105600	0.4510	42.6259	5.993792e-01	-1.604746e+00	0.000000e+00	0.000000e+00	5.016780e-03	4.578723e-01
105700	0.4333	42.8058	6.017587e-01	-1.559589e+00	0.000000e+00	0.000000e+00	1.913872e-02	4.550136e-01
105800	0.3770	42.2662	6.000125e-01	-1.585989e+00	0.000000e+00	0.000000e+00	4.056799e-02	4.773131e-01
105900	0.4151	41.3669	6.022322e-01	-1.599490e+00	0.000000e+00	0.000000e+00	3.453388e-02	4.906657e-01
106000	0.5200	40.8273	6.024355e-01	-1.634183e+00	0.000000e+00	0.000000e+00	9.554226e-02	4.906344e-01
106100	0.5082	40.4676	6.026710e-01	-1.665405e+00	0.000000e+00	0.000000e+00	8.246400e-02	4.851244e-01
106200	0.3607	39.5683	6.047341e-01	-1.643399e+00	0.000000e+00	0.000000e+00	8.277651e-02	4.828030e-01
106300	0.5094	39.0288	6.016500e-01	-1.623827e+00	0.000000e+00	0.000000e+00	8.367760e-02	4.836767e-01
106400	0.5357	38.8489	6.002664e-01	-1.636129e+00	0.000000e+00	0.000000e+00	7.548972e-02	4.871959e-01
106500	0.6481	37.4101	6.059536e-01	-1.652132e+00	0.000000e+00	0.000000e+00	5.101401e-03	4.933977e-01
106600	0.5614	38.3094	5.935160e-01	-1.628009e+00	0.000000e+00	0.000000e+00	1.571571e-02	4.872538e-01
106700	0.6190	40.1079	5.934019e-01	-1.657886e+00	0.000000e+00	0.000000e+00	1.558121e-02	4.883992e-01
106800	0.4915	39.3885	6.008995e-01	-1.649146e+00	0.000000e+00	0.000000e+00	5.076957e-03	4.872585e-01
106900	0.6190	40.8273	6.072190e-01	-1.688522e+00	0.000000e+00	0.000000e+00	5.155522e-03	5.107282e-01
107000	0.7037	41.7266	6.205840e-01	-1.674785e+00	0.000000e+00	0.000000e+00	5.156165e-03	5.109760e-01
107100	0.5593	42.6259	6.061857e-01	-1.616303e+00	0.000000e+00	0.000000e+00	5.123723e-03	5.228227e-01
107200	0.5000	41.1871	6.091926e-01	-1.661782e+00	0.000000e+00	0.000000e+00	5.130702e-03	5.115147e-01
107300	0.5490	40.6475	6.078848e-01	-1.621432e+00	0.000000e+00	0.000000e+00	5.123550e-03	5.043370e-01
107400	0.5932	41.1871	6.147376e-01	-1.654703e+00	0.000000e+00	0.000000e+00	3.157073e-02	5.042547e-01
107500	0.5263	41.5468	6.054207e-01	-1.664036e+00	0.000000e+00	0.000000e+00	2.337568e-02	5.046385e-01
107600	0.5283	41.1871	6.071195e-01	-1.664060e+00	0.000000e+00	0.000000e+00	2.251082e-02	5.075421e-01
107700	0.6471	41.9065	5.932496e-01	-1.675741e+00	0.000000e+00	0.000000e+00	6.401830e-02	4.739324e-01
107800	0.5246	41.3669	5.931120e-01	-1.629413e+00	0.000000e+00	0.000000e+00	1.124252e-02	4.977340e-01
107900	0.4576	41.9065	5.934844e-01	-1.656918e+00	0.000000e+00	0.000000e+00	5.048114e-03	4.888940e-01
108000	0.6275	42.8058	5.922501e-01	-1.618704e+00	0.000000e+00	0.000000e+00	4.960203e-03	4.881140e-01
108100	0.6441	42.2662	5.934087e-01	-1.620951e+00	0.000000e+00	0.000000e+00	1.044415e-02	5.236670e-01
108200	0.5263	42.2662	5.923252e-01	-1.561118e+00	0.000000e+00	0.000000e+00	5.029541e-03	4.845684e-01
108300	0.5636	41.5468	5.975916e-01	-1.601848e+00	0.000000e+00	0.000000e+00	5.094588e-03	5.021683e-01
108400	0.5909	41.1871	5.997092e-01	-1.636586e+00	0.000000e+00	0.000000e+00	5.074281e-03	4.914017e-01
108500	0.6429	41.5468	6.047585e-01	-1.659191e+00	0.000000e+00	0.000000e+00	5.056721e-03	4.746322e-01
108600	0.6226	41.9065	6.078997e-01	-1.633657e+00	0.000000e+00	0.000000e+00	5.035156e-03	4.554002e-01
108700	0.4286	42.2662	6.078788e-01	-1.643218e+00	0.000000e+00	0.000000e+00	6.632909e-02	4.588765e-01
108800	0.4082	42.8058	6.056267e-01	-1.654548e+00	0.000000e+00	0.000000e+00	1.433046e-02	4.521529e-01
108900	0.4355	42.9856	6.130930e-01	-1.629000e+00	0.000000e+00	0.000000e+00	2.294270e-02	4.815643e-01
109000	0.5172	42.4460	6.191719e-01	-1.676083e+00	0.000000e+00	0.000000e+00	1.750330e-02	4.840253e-01
109100	0.5167	43.3453	6.329500e-01	-1.673205e+00	0.000000e+00	0.000000e+00	8.674473e-03	5.017035e-01
109200	0.3929	42.9856	6.232482e-01	-1.670686e+00	0.000000e+00	0.000000e+00	4.940879e-03	4.968587e-01
109300	0.3750	42.6259	6.238439e-01	-1.685124e+00	0.000000e+00	0.000000e+00	1.518812e-02	4.888316e-01
109400	0.5172	42.0863	6.225732e-01	-1.661498e+00	0.000000e+00	0.000000e+00	4.946089e-03	5.168831e-01
109500	0.5370	41.0072	6.283228e-01	-1.684884e+00	0.000000e+00	0.000000e+00	3.677013e-02	5.140300e-01
109600	0.6230	41.5468	6.274196e-01	-1.701271e+00	0.000000e+00	0.000000e+00	4.777284e-02	5.603410e-01
109700	0.4082	42.2662	6.292317e-01	-1.711685e+00	0.000000e+00	0.000000e+00	4.274777e-02	5.956292e-01
109800	0.7049	41.7266	6.226328e-01	-1.731309e+00	0.000000e+00	0.000000e+00	7.035589e-03	5.599467e-01
109900	0.5745	41.9065	6.244313e-01	-1.724571e+00	0.000000e+00	0.000000e+00	7.018957e-03	5.420665e-01
110000	0.5417	41.3669	6.261404e-01	-1.727637e+00	0.000000e+00	0.000000e+00	4.931551e-03	5.132971e-01
110100	0.6346	42.4460	6.252485e-01	-1.730143e+00	0.000000e+00	0.000000e+00	8.149108e-03	5.155524e-01
110200	0.5789	42.0863	6.242173e-01	-1.656107e+00	0.000000e+00	0.000000e+00	6.974661e-03	5.286118e-01
110300	0.5800	42.4460	6.189527e-01	-1.607580e+00	0.000000e+00	0.000000e+00	5.850814e-02	5.370707e-01
110400	0.4211	41.9065	6.168423e-01	-1.609276e+00	0.000000e+00	0.000000e+00	3.049082e-02	5.122094e-01
110500	0.4328	42.6259	6.089597e-01	-1.581188e+00	0.000000e+00	0.000000e+00	3.782077e-02	5.188382e-01
110600	0.3889	42.6259	6.129238e-01	-1.586333e+00	0.000000e+00	0.000000e+00	3.085481e-02	5.161430e-01
110700	0.3889	43.1655	6.133732e-01	-1.589889e+00	0.000000e+00	0.000000e+00	3.910160e-02	4.997179e-01
110800	0.5082	41.9065	6.103865e-01	-1.633389e+00	0.000000e+00	0.000000e+00	1.732113e-02	5.047098e-01
110900	0.6731	41.0072	6.096143e-01	-1.638679e+00	0.000000e+00	0.000000e+00	5.171323e-03	5.031742e-01
111000	0.3878	40.4676	6.072143e-01	-1.649392e+00	0.000000e+00	0.000000e+00	5.142766e-03	5.190099e-01
111100	0.5357	39.3885	6.118193e-01	-1.693243e+00	0.000000e+00	0.000000e+00	5.134815e-03	5.188837e-01
111200	0.5873	39.0288	6.164808e-01	-1.652469e+00	0.000000e+00	0.000000e+00	5.088931e-03	5.247495e-01
111300	0.3115	39.7482	6.129343e-01	-1.630655e+00	0.000000e+00	0.000000e+00	5.078226e-03	5.241647e-01
111400	0.5789	40.1079	6.134224e-01	-1.688723e+00	0.000000e+00	0.000000e+00	4.949641e-03	5.244440e-01
111500	0.6154	39.9281	6.255720e-01	-1.707979e+00	0.000000e+00	0.000000e+00	4.999429e-03	5.291317e-01
111600	0.5490	40.8273	6.272820e-01	-1.708916e+00	0.000000e+00	0.000000e+00	8.194712e-03	5.408801e-01
111700	0.5714	41.1871	6.238079e-01	-1.693751e+00	0.000000e+00	0.000000e+00	5.031276e-03	4.911113e-01
111800	0.4464	41.5468	6.157200e-01	-1.685908e+00	0.000000e+00	0.000000e+00	5.021620e-03	4.850175e-01
111900	0.4308	40.2878	6.230118e-01	-1.663308e+00	0.000000e+00	0.000000e+00	9.327163e-02	4.184378e-01
112000	0.2281	40.1079	6.236276e-01	-1.679015e+00	0.000000e+00	0.000000e+00	1.357840e-01	4.260862e-01
112100	0.3200	39.7482	6.139828e-01	-1.660465e+00	0.000000e+00	0.000000e+00	1.104065e-02	4.413049e-01
112200	0.3774	40.1079	6.115379e-01	-1.648378e+00	0.000000e+00	0.000000e+00	1.893032e-02	4.391518e-01
112300	0.4038	39.7482	6.133492e-01	-1.628732e+00	0.000000e+00	0.000000e+00	8.028612e-03	4.718867e-01
112400	0.4717	39.5683	6.122900e-01	-1.669908e+00	0.000000e+00	0.000000e+00	1.597119e-02	5.264066e-01
112500	0.5192	39.7482	6.097973e-01	-1.633336e+00	0.000000e+00	0.000000e+00	5.030328e-03	5.281115e-01
112600	0.5938	39.9281	6.118180e-01	-1.642115e+00	0.000000e+00	0.000000e+00	1.004170e-02	5.299613e-01
112700	0.4839	40.4676	6.099319e-01	-1.709940e+00	0.000000e+00	0.000000e+00	5.035627e-03	5.303930e-01
112800	0.5741	40.2878	6.203958e-01	-1.705135e+00	0.000000e+00	0.000000e+00	5.026734e-03	5.197283e-01
112900	0.6000	40.2878	6.242771e-01	-1.732914e+00	0.000000e+00	0.000000e+00	6.785784e-02	4.682515e-01
113000	0.5283	40.2878	6.127940e-01	-1.694792e+00	0.000000e+00	0.000000e+00	1.880788e-02	4.637383e-01
113100	0.6122	41.0072	6.158333e-01	-1.668465e+00	0.000000e+00	0.000000e+00	3.263623e-02	4.704823e-01
113200	0.5455	41.0072	6.192209e-01	-1.665042e+00	0.000000e+00	0.000000e+00	5.520292e-02	4.843360e-01
113300	0.4906	40.6475	6.196418e-01	-1.614639e+00	0.000000e+00	0.000000e+00	3.106834e-02	4.653120e-01
113400	0.5088	42.0863	6.280149e-01	-1.633843e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.642140e-01
113500	0.6032	43.1655	6.158293e-01	-1.591402e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.908311e-01
113600	0.5763	42.9856	6.119814e-01	-1.604470e+00	0.000000e+00	0.000000e+00	5.962463e-02	5.141061e-01
113700	0.6182	42.2662	6.035920e-01	-1.631827e+00	0.000000e+00	0.000000e+00	2.256840e-02	5.134162e-01
113800	0.5238	41.5468	6.159000e-01	-1.625331e+00	0.000000e+00	0.000000e+00	4.531996e-02	5.114116e-01
113900	0.4364	40.4676	6.196416e-01	-1.651026e+00	0.000000e+00	0.000000e+00	2.264835e-02	5.105722e-01
114000	0.5000	40.8273	6.196938e-01	-1.638156e+00	0.000000e+00	0.000000e+00	2.246681e-02	5.163284e-01
114100	0.5362	40.4676	6.205997e-01	-1.630507e+00	0.000000e+00	0.000000e+00	1.917833e-02	5.144443e-01
114200	0.3729	40.8273	6.144953e-01	-1.604406e+00	0.000000e+00	0.000000e+00	1.487558e-02	5.116540e-01
114300	0.3281	40.1079	6.163661e-01	-1.625079e+00	0.000000e+00	0.000000e+00	5.089074e-03	5.099760e-01
114400	0.3750	39.7482	6.223983e-01	-1.618314e+00	0.000000e+00	0.000000e+00	1.361617e-02	5.104174e-01
114500	0.4219	40.6475	6.237516e-01	-1.629879e+00	0.000000e+00	0.000000e+00	4.120172e-02	4.702040e-01
114600	0.4211	40.6475	6.140419e-01	-1.600865e+00	0.000000e+00	0.000000e+00	3.272012e-02	4.901839e-01
114700	0.1905	41.1871	6.138420e-01	-1.581379e+00	0.000000e+00	0.000000e+00	7.007922e-02	4.987672e-01
114800	0.3000	41.3669	6.150543e-01	-1.590269e+00	0.000000e+00	0.000000e+00	3.430179e-02	4.989198e-01
114900	0.5536	42.8058	6.055620e-01	-1.574216e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.367800e-01
115000	0.6333	42.2662	6.079954e-01	-1.601292e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.407338e-01
115100	0.6066	41.7266	6.046922e-01	-1.599087e+00	0.000000e+00	0.000000e+00	1.887561e-02	5.619898e-01
115200	0.7143	41.7266	6.073264e-01	-1.612378e+00	0.000000e+00	0.000000e+00	5.469182e-02	5.908136e-01
115300	0.4921	40.8273	6.191486e-01	-1.624938e+00	0.000000e+00	0.000000e+00	1.827071e-02	5.672045e-01
115400	0.5000	41.5468	6.146758e-01	-1.600447e+00	0.000000e+00	0.000000e+00	1.792418e-02	5.565254e-01
115500	0.5370	41.9065	6.114658e-01	-1.594873e+00	0.000000e+00	0.000000e+00	9.143040e-02	5.394223e-01
115600	0.3929	41.5468	6.151985e-01	-1.606864e+00	0.000000e+00	0.000000e+00	3.180691e-02	5.399613e-01
115700	0.4615	41.1871	6.137079e-01	-1.646754e+00	0.000000e+00	0.000000e+00	3.213914e-02	5.960152e-01
115800	0.4524	41.7266	6.122846e-01	-1.598266e+00	0.000000e+00	0.000000e+00	3.238106e-02	5.926485e-01
115900	0.3810	41.5468	6.140691e-01	-1.617023e+00	0.000000e+00	0.000000e+00	4.131880e-02	5.781460e-01
116000	0.5614	41.0072	6.071375e-01	-1.654954e+00	0.000000e+00	0.000000e+00	3.585331e-02	5.864604e-01
116100	0.5577	40.6475	6.160006e-01	-1.639058e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.870983e-01
116200	0.4828	41.1871	6.207530e-01	-1.638524e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.770002e-01
116300	0.3750	40.8273	6.163455e-01	-1.670069e+00	0.000000e+00	0.000000e+00	6.587455e-03	6.126486e-01
116400	0.5263	40.2878	6.089378e-01	-1.668797e+00	0.000000e+00	0.000000e+00	6.486234e-03	5.923470e-01
116500	0.5962	41.0072	6.095315e-01	-1.642882e+00	0.000000e+00	0.000000e+00	3.140637e-03	5.926099e-01
116600	0.4068	42.2662	6.113681e-01	-1.666199e+00	0.000000e+00	0.000000e+00	2.057815e-03	6.191449e-01
116700	0.4483	42.4460	6.054337e-01	-1.674003e+00	0.000000e+00	0.000000e+00	2.063060e-03	6.210248e-01
116800	0.4314	42.4460	6.125344e-01	-1.626057e+00	0.000000e+00	0.000000e+00	1.033416e-03	6.198599e-01
116900	0.4464	42.0863	6.137470e-01	-1.654477e+00	0.000000e+00	0.000000e+00	2.055702e-03	6.212850e-01
117000	0.6667	42.2662	6.054487e-01	-1.596824e+00	0.000000e+00	0.000000e+00	2.086064e-03	6.346443e-01
